Area,Location_Score,Square_Feet,Num_Bedrooms,Building_Age,Owner_Name,Street_Address,Price_BDT
Kotbari,2.5,1722,3,8,রাজ মৃধা,"৩৮, কালীপ্লাজা, Kotbari, Cumilla",7579361.83
Kandirpar,4.0,1960,3,18,মিলন জামান,"৮, মাধববাড়ি কর্নার, Kandirpar, Cumilla",8563101.74
Jhawtala,3.8,1372,2,9,অর্পিতা আওয়াল,"৪, নন্দীনগর এভিনিউ, Jhawtala, Cumilla",6273775.48
Kandirpar,4.0,1499,2,17,সৌমিক মন্ডল,"৩১০, বিরামপার্ক, Kandirpar, Cumilla",8038934.15
Chawkbazar,2.2,1740,3,11,অলোকা তালুকদার,"২৯, নতুন মধুডাঙ্গা মহাসড়ক, Chawkbazar, Cumilla",6737489.77
Kotbari,2.5,1105,2,3,আজাদ আলি,"২, দৌলতপুর, Kotbari, Cumilla",4610874.59
Dharmapur,1.8,1525,2,8,আশ্বিনী চন্দ্র,"৪, গৌরমাটি, Dharmapur, Cumilla",5616547.02
Chawkbazar,2.2,1394,2,19,অশোক মুখার্জি,"৫, পশ্চিম শাজাহানগ্রাম, Chawkbazar, Cumilla",4773716.54
Jhawtala,3.8,1072,2,2,অন্তরা মৃধা,"৪, শিবচর, Jhawtala, Cumilla",5792117.01
Kandirpar,4.0,2357,4,11,শান্ত যাদব,"১২২, মনোহরহার গলি, Kandirpar, Cumilla",9896980.81
Kandirpar,4.0,1519,2,7,শাহজাহান সিনহা,"৯৬৩, মধুনগর, Kandirpar, Cumilla",7642807.34
Kotbari,2.5,1220,2,10,অজিত মুখার্জি,"৬৩১, পুরাতন গৌরবাজার সেন্টার, Kotbari, Cumilla",5433827.69
Dharmapur,1.8,1481,2,13,আশ্বিনী কান্ত,"৪, সখিপুর, Dharmapur, Cumilla",4974717.9
Chawkbazar,2.2,1966,3,8,রাসেল রহমান,"২৯৮, পূর্ব জগন্নাথরাস্তা, Chawkbazar, Cumilla",7192848.37
Jhawtala,3.8,1069,2,22,মুশফিক মোড়ল,"৪, দৌলতচর, Jhawtala, Cumilla",5621831.59
Race Course,3.2,1472,2,20,রাজু বিশ্বাস,"৭, উত্তর মধুবাড়ি মোড়, Race Course, Cumilla",6441478.8
Shashongacha,2.0,1883,3,6,আবু মিঞা,"৭৯, বকশীপুর লেন, Shashongacha, Cumilla",7360374.34
Jhawtala,3.8,1896,3,11,বিরাট ব্যানার্জি,"৯৬১, পুরাতন সিরাজপুর চত্বর, Jhawtala, Cumilla",8798568.19
Jhawtala,3.8,800,2,16,প্রীতি আলম,"৯, বাজিতবাজার, Jhawtala, Cumilla",5233332.71
Chawkbazar,2.2,1775,3,17,আশ্বিনী প্রামানিক,"২৩, হরিরামস্টেশন, Chawkbazar, Cumilla",6859135.03
Race Course,3.2,1402,2,23,মিম খানম,"৬৩, পশ্চিম মনোহরদিয়া রোড, Race Course, Cumilla",5525550.42
Shashongacha,2.0,2334,4,20,অন্তরা আবদুল্লাহ,"৬৭, উত্তর শান্তিমাটি, Shashongacha, Cumilla",8273345.75
Bagichagaon,3.5,2059,3,2,অশোক রায়,"৭৩, দক্ষিণ বেগমঘাট, Bagichagaon, Cumilla",9209126.77
Bagichagaon,3.5,1145,2,5,আবু হক,"৫০২, দক্ষিণ বদরস্ট্যান্ড, Bagichagaon, Cumilla",5435030.32
Kandirpar,4.0,800,2,14,ইশিতা খাতুন,"২৭৩, কবিরনগর, Kandirpar, Cumilla",5106783.91
Dharmapur,1.8,1087,2,6,বিনা হক,"৬, করিমবাজার, Dharmapur, Cumilla",5304917.51
Dharmapur,1.8,1695,3,17,জয়দীপ চ্যাটার্জি,"১, রামডাঙ্গা, Dharmapur, Cumilla",6255412.39
Tomsom Bridge,3.0,2285,4,14,মিলন মৃধা,"৬, হাজীডাঙ্গা, Tomsom Bridge, Cumilla",9284451.2
Police Line,3.1,1523,2,6,শহিদুল উদ্দিন,"৬০০, পূর্ব উজিরএভিনিউ, Police Line, Cumilla",7104996.94
Bagichagaon,3.5,2698,4,20,কাফি উদ্দিন,"৯, শাজাহানবাজার পার্ক, Bagichagaon, Cumilla",11709963.34
Tomsom Bridge,3.0,1571,2,19,আশালতা মৃধা,"২৪, উত্তর বন্দরগ্রাম গলি, Tomsom Bridge, Cumilla",6755783.16
Chawkbazar,2.2,1507,2,3,জয়দীপ চৌধুরী,"৪, ফটিকমাটি, Chawkbazar, Cumilla",6146975.94
Bagichagaon,3.5,1466,2,8,অনন্যা তালুকদার,"১৮৮, নন্দীহাট মহাসড়ক, Bagichagaon, Cumilla",6679796.82
Tomsom Bridge,3.0,1349,2,4,আনিস চৌধুরী,"৫৭১, পশ্চিম চৌদ্দপুর মহল্লা, Tomsom Bridge, Cumilla",6588914.28
Dharmapur,1.8,1983,3,20,আশীষ পাণ্ডে,"৮, নতুন ব্রাহ্মণখালি স্টেশন, Dharmapur, Cumilla",7007045.7
Tomsom Bridge,3.0,1432,2,4,প্রিয়াঙ্কা তালুকদার,"৫, মুরাদগড়, Tomsom Bridge, Cumilla",7183012.7
Kandirpar,4.0,1540,2,0,এনামুল হাকিম,"৭, সৈয়দমহাসড়ক, Kandirpar, Cumilla",6474940.84
Kotbari,2.5,1873,3,12,শুভশ্রী চট্টোপাধ্যায়,"২৪২, পুরাতন হাকিমস্টেশন, Kotbari, Cumilla",7205839.17
Kotbari,2.5,1786,3,18,শাওন কাদের,"২৬, কালীবাড়ি মোড়, Kotbari, Cumilla",6509573.0
Bagichagaon,3.5,1700,3,15,মুশফিক মৃধা,"৮, পশ্চিম রায়হাট, Bagichagaon, Cumilla",7038531.7
Dharmapur,1.8,2060,3,2,অর্ঘ্য মোড়ল,"৪, পূর্ব আনোয়ারগ্রাম, Dharmapur, Cumilla",7364389.02
Dharmapur,1.8,1502,2,13,ঈশানি মোড়ল,"৩, নতুন রায়হাট মহল্লা, Dharmapur, Cumilla",5185631.94
Bagichagaon,3.5,1543,2,8,শাহজাহান মিঞা,"২১৪, ইসলামবাজার, Bagichagaon, Cumilla",7270817.04
Tomsom Bridge,3.0,2405,4,6,আরুণি মন্ডল,"৫, রামমহাসড়ক, Tomsom Bridge, Cumilla",10007669.35
Police Line,3.1,1631,2,22,আজাদ প্রামানিক,"৮৪১, দক্ষিণ মোড়লতলা লেন, Police Line, Cumilla",6643989.16
Bagichagaon,3.5,2463,4,7,কাবেরি বাগচী,"৭, বদরহাট, Bagichagaon, Cumilla",10903977.87
Police Line,3.1,1756,3,6,আয়ুষ দাস,"৫৩৫, দেবগাঁ, Police Line, Cumilla",7131738.5
Kandirpar,4.0,1461,2,1,মিম মোড়ল,"৫০৫, পলাশএভিনিউ, Kandirpar, Cumilla",7647502.2
Chawkbazar,2.2,1114,2,3,বিনা তাবাসসুম,"৭, পূর্ব মুরাদবাড়ি রাস্তা, Chawkbazar, Cumilla",4376090.48
Tomsom Bridge,3.0,1569,2,11,মাধু তালুকদার,"৫৫৮, নতুন উজিরসড়ক, Tomsom Bridge, Cumilla",6629274.01
Bagichagaon,3.5,1734,3,3,এনামুল হাকিম,"৮, পূর্ব ব্রাহ্মণবাজার, Bagichagaon, Cumilla",8112043.46
Bagichagaon,3.5,1993,3,21,ইমন আবদুল্লাহ,"২৭, নড়িয়াস্ট্যান্ড, Bagichagaon, Cumilla",8884347.52
Shashongacha,2.0,1843,3,8,রোহিত বিশ্বাস,"৩২, নতুন বালিয়াডাঙ্গা স্ট্যান্ড, Shashongacha, Cumilla",6778405.33
Race Course,3.2,1517,2,9,অদিতি দাস,"২, মধ্য সদরঘাট, Race Course, Cumilla",6716647.83
Kotbari,2.5,1942,3,21,শান্ত ব্যানার্জি,"৫৫, সুন্দরসেন্টার, Kotbari, Cumilla",7835041.9
Jhawtala,3.8,1367,2,8,মৃনাল মজুমদার,"৯৬, পূর্ব দেবীগাঁ, Jhawtala, Cumilla",6677257.3
Chawkbazar,2.2,1770,3,5,সৌম্য চৌধুরী,"৫৬৩, নাজিরডাঙ্গা, Chawkbazar, Cumilla",6732237.1
Tomsom Bridge,3.0,1200,2,0,আশীষ চন্দ্র,"৩৫১, মধ্য সখিচর, Tomsom Bridge, Cumilla",6455158.71
Kotbari,2.5,1774,3,23,ইমন চট্টোপাধ্যায়,"৫৫, শাজাহানলেন, Kotbari, Cumilla",6229894.1
Tomsom Bridge,3.0,1450,2,9,আকাশ হুরাইরা,"৪৯৯, নতুন সৈয়দস্টেশন, Tomsom Bridge, Cumilla",6830169.22
Tomsom Bridge,3.0,2183,3,19,ইশতিয়াক উদ্দিন,"৮৫, কবিরগাঁও চত্বর, Tomsom Bridge, Cumilla",9196005.94
Kotbari,2.5,1018,2,16,অন্তরা মোড়ল,"৬, বিজয়বাড়ি সড়ক, Kotbari, Cumilla",2853984.93
Race Course,3.2,1804,3,2,আবু মন্ডল,"২৩, সোনাতলা, Race Course, Cumilla",8426948.84
Bagichagaon,3.5,1508,2,16,একরামুল প্রামানিক,"২৭৮, মধ্য বালিয়াচত্বর, Bagichagaon, Cumilla",7224517.98
Shashongacha,2.0,2018,3,6,বিনা হক,"৫, আনোয়ারহার রোড, Shashongacha, Cumilla",7899976.99
Bagichagaon,3.5,953,2,20,অর্না যাদব,"৪৭, কালীহার, Bagichagaon, Cumilla",5590441.39
Race Course,3.2,1275,2,13,প্রিয়ম তালুকদার,"৪, বিশ্বনাথগ্রাম, Race Course, Cumilla",6085558.76
Police Line,3.1,1975,3,9,মিনা রাও,"৩৭৬, মোহাম্মদসড়ক, Police Line, Cumilla",8692580.77
Jhawtala,3.8,1316,2,23,করিম মন্ডল,"৮০, মধ্য শ্যামচর সেন্টার, Jhawtala, Cumilla",7035720.29
Kandirpar,4.0,1581,2,9,বাসির ইসলাম,"১৩, বালিয়াচর, Kandirpar, Cumilla",7527255.72
Dharmapur,1.8,1636,2,3,শহিদুল সিনহা,"২৯০, পশ্চিম হোসেনবাজার মোড়, Dharmapur, Cumilla",6897806.07
Bagichagaon,3.5,1348,2,3,আরুণি চৌধুরী,"৭৪২, শিবকর্নার, Bagichagaon, Cumilla",6814087.14
Shashongacha,2.0,1640,2,6,আরিয়া চ্যাটার্জি,"৬, দক্ষিণ মনিরামখালি, Shashongacha, Cumilla",6679220.37
Kandirpar,4.0,1056,2,1,অর্ক শুক্লা,"২৮, উত্তর মনিরামস্ট্যান্ড, Kandirpar, Cumilla",6358176.44
Bagichagaon,3.5,1073,2,21,অন্তরা ইসলাম,"৪৪৮, উজিরগ্রাম গলি, Bagichagaon, Cumilla",5280264.22
Jhawtala,3.8,1502,2,12,আতাহার সিনহা,"৮৫, নতুন কুতুবতলা স্ট্যান্ড, Jhawtala, Cumilla",7116710.97
Shashongacha,2.0,1355,2,23,জনা দাস,"২১০, রামচর, Shashongacha, Cumilla",4780309.36
Bagichagaon,3.5,1646,2,10,রাশেদ মৃধা,"৩৭২, কাজীনগর স্টেশন, Bagichagaon, Cumilla",8101307.41
Dharmapur,1.8,1656,3,12,আবু বিশ্বাস,"২, পূর্ব সদরকর্নার, Dharmapur, Cumilla",6828593.17
Kandirpar,4.0,1164,2,11,অঞ্জনা দাস,"১৯, হরিরামবাড়ি ঘাট, Kandirpar, Cumilla",6675478.39
Jhawtala,3.8,1757,3,23,সাবের মন্ডল,"৪১, সিরাজগড় এভিনিউ, Jhawtala, Cumilla",8378790.64
Jhawtala,3.8,1076,2,13,আরিয়ান বিশ্বাস,"২, পশ্চিম দৌলতপাড়া, Jhawtala, Cumilla",5894246.75
Chawkbazar,2.2,1295,2,23,মিম বিশ্বাস,"৬, পূর্ব কালিয়াতলা, Chawkbazar, Cumilla",4454188.02
Shashongacha,2.0,1364,2,8,শহিদুল আরা,"১৩, পুরাতন মানিকগাঁও, Shashongacha, Cumilla",5515097.65
Kandirpar,4.0,800,2,6,অনিন্দিতা বাগচী,"৬, কালিয়াগড়, Kandirpar, Cumilla",5418541.52
Kandirpar,4.0,1187,2,4,রোহিত দাশগুপ্তা,"১২, কুমারচর রাস্তা, Kandirpar, Cumilla",6822910.36
Shashongacha,2.0,1070,2,10,রাসেল সরকার,"৩৬৩, পশ্চিম শিববাড়ি, Shashongacha, Cumilla",4491280.36
Kotbari,2.5,1135,2,12,আবির রায়,"৯২, ব্রাহ্মণপাড়া, Kotbari, Cumilla",4929845.9
Kandirpar,4.0,1690,3,24,শাওন সাহা,"৩, নতুন আলমচত্বর, Kandirpar, Cumilla",8130350.86
Tomsom Bridge,3.0,2018,3,4,অর্পিতা রায়,"২, উত্তর মনোহরমহাসড়ক, Tomsom Bridge, Cumilla",9871297.63
Dharmapur,1.8,1830,3,3,আরিয়া রহমান,"৮৩৫, দক্ষিণ কালীনগর লেন, Dharmapur, Cumilla",6377710.25
Kandirpar,4.0,1746,3,0,ইকবাল মোড়ল,"৩৫, শরণপ্লাজা, Kandirpar, Cumilla",8610798.45
Race Course,3.2,1663,3,12,আজাদ মৃধা,"৯৪, হরিরামমহাসড়ক, Race Course, Cumilla",7751131.94
Kotbari,2.5,885,2,13,আরাধ্যা যাদব,"৪, দক্ষিণ বেগমনগর রাস্তা, Kotbari, Cumilla",4658979.33
Police Line,3.1,1630,2,19,রাশেদুল কাদের,"৬, পুরাতন হরিরামগাঁও, Police Line, Cumilla",7115892.38
Shashongacha,2.0,800,2,15,শ্রাবন্তী সরকার,"৮, পূর্ব মাধবমাটি ঘাট, Shashongacha, Cumilla",3101938.15
Chawkbazar,2.2,1725,3,0,অন্তরা খান,"১৩, পশ্চিম হোসেনমহাসড়ক, Chawkbazar, Cumilla",5603571.48
Jhawtala,3.8,1561,2,13,শান্ত দাশগুপ্তা,"৮, উত্তর শিবনগর, Jhawtala, Cumilla",6876910.34
Kandirpar,4.0,800,2,13,মুনতাকিম হাকিম,"৫৫২, দাউদদিয়া মহাসড়ক, Kandirpar, Cumilla",5034599.95
Chawkbazar,2.2,1363,2,21,বিপাশা খান,"২৫৪, উত্তর শরণডাঙ্গা, Chawkbazar, Cumilla",5356962.86
Kandirpar,4.0,2530,4,19,অনন্যা সিং,"৮৭৪, মধ্য মানিকবাজার মহল্লা, Kandirpar, Cumilla",10858538.19
Jhawtala,3.8,1953,3,2,শেখর মজুমদার,"৬২৩, হোসেনগাঁ, Jhawtala, Cumilla",9724895.71
Tomsom Bridge,3.0,1245,2,17,ইজাজ মৃধা,"৩৭৭, পশ্চিম সৈয়দগ্রাম ঘাট, Tomsom Bridge, Cumilla",5234266.31
Police Line,3.1,2186,3,24,এনামুল হাকিম,"৩, দক্ষিণ মুরাদহাট, Police Line, Cumilla",8004498.69
Jhawtala,3.8,2216,4,14,মৃনাল চ্যাটার্জি,"৩, মধ্য সুবর্ণচর, Jhawtala, Cumilla",10144917.24
Bagichagaon,3.5,1670,3,9,নাইম সিনহা,"২০, বাজিতমাটি, Bagichagaon, Cumilla",7177733.19
Kotbari,2.5,1742,3,19,সজীব আচার্য্য,"১, দেবীস্টেশন, Kotbari, Cumilla",6554721.25
Race Course,3.2,1450,2,9,রাজ মন্ডল,"৯, মুরাদগ্রাম সেন্টার, Race Course, Cumilla",7035132.63
Jhawtala,3.8,1500,2,18,জনা উদ্দিন,"১৯৯, পশ্চিম জীবনগ্রাম, Jhawtala, Cumilla",7076458.42
Kotbari,2.5,1994,3,22,আশ্বিনী চৌধুরী,"১, বন্দরগ্রাম রোড, Kotbari, Cumilla",7714610.92
Chawkbazar,2.2,1279,2,0,বিনয় বিশ্বাস,"২, ফুলগঞ্জ পার্ক, Chawkbazar, Cumilla",4932335.64
Kandirpar,4.0,1663,3,20,রায়হান আলম,"৮, কালীসেন্টার, Kandirpar, Cumilla",8243902.09
Chawkbazar,2.2,1996,3,9,ইমতিয়াজ আওয়াল,"২১১, নাজিরবাজার মোড়, Chawkbazar, Cumilla",7536595.7
Tomsom Bridge,3.0,1373,2,14,আব্বাস মৃধা,"১০৪, নাসিরবাড়ি রাস্তা, Tomsom Bridge, Cumilla",6115550.83
Jhawtala,3.8,1683,3,12,রায়হান আওয়াল,"১৯৫, উত্তর মুরাদগ্রাম, Jhawtala, Cumilla",9025192.21
Police Line,3.1,1105,2,6,ডলি মিঞা,"১, উত্তর অভয়স্ট্যান্ড, Police Line, Cumilla",5758343.31
Chawkbazar,2.2,800,2,19,রুদ্র বন্দোপাধ্যায়,"৬৪০, ফটিকগ্রাম মহাসড়ক, Chawkbazar, Cumilla",3999113.34
Jhawtala,3.8,1653,3,15,রাশেদ হুরাইরা,"৯৯৪, মাধবগাঁও, Jhawtala, Cumilla",8196156.93
Race Course,3.2,1672,3,21,শাওন মজুমদার,"৫৯৭, উত্তর মধুগাঁ, Race Course, Cumilla",7481555.62
Tomsom Bridge,3.0,1813,3,8,প্রিয় মৃধা,"২৫, মধ্য কুতুবগাঁও, Tomsom Bridge, Cumilla",7441911.55
Shashongacha,2.0,1278,2,17,চঞ্চল জামান,"৯১৭, সুন্দরদিয়া, Shashongacha, Cumilla",5232223.49
Jhawtala,3.8,1530,2,19,নাইম আক্তার,"৯৬৬, পশ্চিম নন্দীতলা চত্বর, Jhawtala, Cumilla",7684289.83
Kotbari,2.5,1325,2,4,মিনা জামান,"৮৯৫, কুমারগড় প্লাজা, Kotbari, Cumilla",5562624.02
Kotbari,2.5,1725,3,19,তামিম চৌধুরী,"৪১১, পুরাতন আলিরাস্তা, Kotbari, Cumilla",7185334.51
Police Line,3.1,1888,3,5,প্রিয়ম বর্মন,"৪, হাজীহার, Police Line, Cumilla",7735153.2
Dharmapur,1.8,1492,2,3,কাফি মজুমদার,"৪, সৈয়দমাটি প্লাজা, Dharmapur, Cumilla",6192476.31
Chawkbazar,2.2,1113,2,23,প্রিয়তি হোসাইন,"৯৮, উত্তর শিবদিয়া, Chawkbazar, Cumilla",4233528.25
Race Course,3.2,1973,3,13,অর্না বন্দোপাধ্যায়,"১৭৭, পূর্ব মুরাদগঞ্জ স্টেশন, Race Course, Cumilla",8503809.38
Police Line,3.1,1365,2,8,আরাধ্যা মৃধা,"৫৯, মহাদেবগঞ্জ লেন, Police Line, Cumilla",5936238.52
Chawkbazar,2.2,1862,3,12,ইজাজ হুরাইরা,"৯২৭, নতুন রায়প্লাজা, Chawkbazar, Cumilla",7125476.65
Dharmapur,1.8,1255,2,10,শাহজাহান উদ্দিন,"২২০, পুরাতন সুবর্ণতলা, Dharmapur, Cumilla",5668213.46
Shashongacha,2.0,1224,2,3,হৈমন্তী মন্ডল,"২২০, পলাশগড়, Shashongacha, Cumilla",5364887.54
Shashongacha,2.0,1832,3,19,মাধুরী যাদব,"৮৫৬, বেগমখালি, Shashongacha, Cumilla",7110314.11
Jhawtala,3.8,2116,3,22,সুশান্ত সরকার,"৪৪, নতুন গৌরগ্রাম, Jhawtala, Cumilla",9666993.25
Race Course,3.2,1546,2,0,অজিত দাশগুপ্তা,"৭৫, দক্ষিণ কালিয়াপুর, Race Course, Cumilla",7317303.95
Bagichagaon,3.5,1804,3,24,মৃনাল মন্ডল,"৩, উত্তর কালীসেন্টার, Bagichagaon, Cumilla",6627713.84
Shashongacha,2.0,1872,3,4,সজীব কাদের,"৩৫৪, পশ্চিম বদরগড় এভিনিউ, Shashongacha, Cumilla",8247998.94
Chawkbazar,2.2,2117,3,8,রাহুল মৃধা,"৯, উত্তর সখিগঞ্জ রাস্তা, Chawkbazar, Cumilla",8714136.06
Police Line,3.1,1676,3,20,প্রিতম মৃধা,"১, নতুন দেবস্ট্যান্ড, Police Line, Cumilla",8307823.66
Tomsom Bridge,3.0,1366,2,3,অক্ষয় মন্ডল,"৭১, পূর্ব বন্দরসেন্টার, Tomsom Bridge, Cumilla",6354157.99
Race Course,3.2,2511,4,11,রাশেদুল আওয়াল,"৬, বাজিতপুর প্লাজা, Race Course, Cumilla",10605958.09
Race Course,3.2,1617,2,2,সৌম্য মৃধা,"৯, বেগমসেন্টার, Race Course, Cumilla",6420281.27
Jhawtala,3.8,1709,3,9,ইমন মোড়ল,"২৬৩, সদরমোড়, Jhawtala, Cumilla",8576974.4
Chawkbazar,2.2,1157,2,0,অনন্যা আলম,"৪, উত্তর মধুখালি ঘাট, Chawkbazar, Cumilla",4812103.79
Police Line,3.1,1756,3,16,লিটন আলম,"৪৮০, পূর্ব মুরাদএভিনিউ, Police Line, Cumilla",7608770.5
Police Line,3.1,1822,3,18,মুশফিক প্রামানিক,"৯৭, মুরাদগাঁও, Police Line, Cumilla",7816177.27
Race Course,3.2,1934,3,13,খুশি উদ্দিন,"৬৯৬, মহেশকর্নার, Race Course, Cumilla",8451513.92
Dharmapur,1.8,2431,4,0,সজীব সিনহা,"৯, বোরহানবাজার, Dharmapur, Cumilla",10021306.35
Kandirpar,4.0,1845,3,19,শান্ত মজুমদার,"৭০, পূর্ব মোড়ললেন, Kandirpar, Cumilla",8572003.44
Kandirpar,4.0,1192,2,14,বিপাশা ব্যানার্জি,"৭০, নড়িয়াগড় রাস্তা, Kandirpar, Cumilla",6576207.7
Police Line,3.1,1215,2,4,ইউসুফ বিশ্বাস,"১, মনিরামগঞ্জ, Police Line, Cumilla",5188554.92
Dharmapur,1.8,1089,2,2,ইউসুফ চৌধুরী,"৭, দক্ষিণ দাউদগ্রাম, Dharmapur, Cumilla",5143446.62
Bagichagaon,3.5,1548,2,14,অভি বিশ্বাস,"৬, আলিচর, Bagichagaon, Cumilla",6949391.28
Shashongacha,2.0,1048,2,5,সুশান্ত সরকার,"৬৫, মধ্য ফুলএভিনিউ, Shashongacha, Cumilla",4999367.78
Dharmapur,1.8,1822,3,19,অক্ষয় প্রামানিক,"৮, হাজীমহাসড়ক, Dharmapur, Cumilla",5435748.03
Police Line,3.1,1071,2,3,প্রত্যয় দেব,"৭, মধ্য ফকিরদিয়া মোড়, Police Line, Cumilla",5740069.56
Chawkbazar,2.2,1418,2,1,একরামুল আওয়াল,"২, মোহাম্মদগড় সেন্টার, Chawkbazar, Cumilla",5447018.1
Kotbari,2.5,1400,2,6,রাজু মৃধা,"৩০৩, চিতলগড়, Kotbari, Cumilla",6484392.96
Kotbari,2.5,1134,2,20,আব্বাস প্রামানিক,"৩৭, জগন্নাথপ্লাজা, Kotbari, Cumilla",5318097.31
Bagichagaon,3.5,1590,2,22,ঋষিতা কান্ত,"৭০১, মোহাম্মদসেন্টার, Bagichagaon, Cumilla",7247012.29
Tomsom Bridge,3.0,1736,3,21,রাজ মন্ডল,"৯৮৩, দক্ষিণ নন্দীনগর, Tomsom Bridge, Cumilla",7915169.69
Kotbari,2.5,1035,2,14,দূর্গা সরকার,"৪, বন্দরগড় সেন্টার, Kotbari, Cumilla",4292076.1
Chawkbazar,2.2,1690,3,10,বিপাশা ঠাকুর,"৯, মধ্য কাজীতলা প্লাজা, Chawkbazar, Cumilla",6172563.55
Tomsom Bridge,3.0,1455,2,6,রাজু বর্মন,"১৩, পূর্ব জীবনপ্লাজা, Tomsom Bridge, Cumilla",6588134.67
Tomsom Bridge,3.0,2032,3,7,অর্পিতা চৌধুরী,"৬, লালহার, Tomsom Bridge, Cumilla",8854077.13
Jhawtala,3.8,1588,2,19,মুনতাকিম মজুমদার,"৯৬, পশ্চিম নাসিরবাজার মহাসড়ক, Jhawtala, Cumilla",7465059.12
Kotbari,2.5,1655,3,23,চয়ন বর্মন,"২৫, সৈয়দগাঁ স্টেশন, Kotbari, Cumilla",6955694.07
Shashongacha,2.0,1467,2,3,বাসির সিনহা,"৫৭০, পশ্চিম সুন্দরগলি, Shashongacha, Cumilla",5196980.2
Police Line,3.1,2241,4,24,লতা রাও,"৮৫০, বিরামবাড়ি, Police Line, Cumilla",8451564.61
Dharmapur,1.8,2079,3,10,বিপাশা মৃধা,"৬, পুরাতন তেরমাটি, Dharmapur, Cumilla",8126890.08
Tomsom Bridge,3.0,1584,2,17,প্রীতি ব্যানার্জি,"৫৫, দক্ষিণ শাজাহানগঞ্জ স্টেশন, Tomsom Bridge, Cumilla",6897056.53
Kandirpar,4.0,1442,2,4,মাধু বাগচী,"৫৭৭, পুরাতন বদররাস্তা, Kandirpar, Cumilla",7137077.26
Chawkbazar,2.2,1051,2,3,শেখর চৌধুরী,"২৩, পুরাতন মনিরামসড়ক, Chawkbazar, Cumilla",5486749.26
Tomsom Bridge,3.0,1462,2,10,চঞ্চল তালুকদার,"৯, পশ্চিম দৌলতচর স্টেশন, Tomsom Bridge, Cumilla",6449790.33
Kotbari,2.5,2129,3,21,আজম তাবাসসুম,"৮৮, মধ্য মোড়লখালি সড়ক, Kotbari, Cumilla",8693539.22
Kotbari,2.5,1266,2,18,তুষার আওয়াল,"২০২, মহাদেবদিয়া পার্ক, Kotbari, Cumilla",5215052.25
Jhawtala,3.8,1308,2,19,সাব্বির চৌধুরী,"৬৪০, কমলচর সড়ক, Jhawtala, Cumilla",7084450.4
Race Course,3.2,1712,3,6,ইকবাল বিশ্বাস,"৩৯, দক্ষিণ কুতুবগাঁও গলি, Race Course, Cumilla",8128719.87
Police Line,3.1,1238,2,10,তন্ময় রাও,"২৮, দেবীসড়ক, Police Line, Cumilla",6278249.17
Dharmapur,1.8,1197,2,5,শুভ সিনহা,"৫১৫, রামপার্ক, Dharmapur, Cumilla",5656383.0
Jhawtala,3.8,1176,2,10,কাবেরি চৌধুরী,"২, নতুন গৌরস্টেশন, Jhawtala, Cumilla",5655600.04
Chawkbazar,2.2,896,2,13,রাসেল কাদের,"৩, মনিরামসড়ক, Chawkbazar, Cumilla",4189210.77
Chawkbazar,2.2,1202,2,17,আদি দাস,"৭, সদরচত্বর, Chawkbazar, Cumilla",5202550.62
Tomsom Bridge,3.0,1410,2,10,আশ্বিনী চৌধুরী,"৮২, মনিরামমোড়, Tomsom Bridge, Cumilla",6848783.17
Police Line,3.1,1603,2,14,তুষার প্রামানিক,"৬, বদরঘাট, Police Line, Cumilla",6879363.71
Bagichagaon,3.5,1609,2,19,আশীষ সাহা,"৯৪৭, উত্তর ফকিরবাড়ি, Bagichagaon, Cumilla",7289227.95
Dharmapur,1.8,1832,3,0,বাদল উদ্দিন,"১, শরণগঞ্জ সড়ক, Dharmapur, Cumilla",7501552.15
Kotbari,2.5,2154,3,0,সৌম্য দত্ত,"৪, পূর্ব নন্দীতলা প্লাজা, Kotbari, Cumilla",8675256.52
Tomsom Bridge,3.0,1681,3,9,ইকবাল মৃধা,"২১৭, দক্ষিণ সুন্দরপাড়া, Tomsom Bridge, Cumilla",6245935.61
Kandirpar,4.0,879,2,19,প্রিয়ম বন্দোপাধ্যায়,"৪, দক্ষিণ হোসেনগ্রাম প্লাজা, Kandirpar, Cumilla",4887387.36
Tomsom Bridge,3.0,1743,3,6,আশালতা বন্দোপাধ্যায়,"১৭, উত্তর মহেশগড়, Tomsom Bridge, Cumilla",7634319.53
Tomsom Bridge,3.0,1511,2,1,আনন্দ তালুকদার,"১, সুন্দরস্টেশন, Tomsom Bridge, Cumilla",6153112.05
Kandirpar,4.0,1518,2,22,রিনা যাদব,"৬৩, নতুন বাকেরস্ট্যান্ড, Kandirpar, Cumilla",7360781.08
Dharmapur,1.8,1656,3,15,জয়দীপ কান্ত,"৭, মহেশমাটি, Dharmapur, Cumilla",6686721.88
Kandirpar,4.0,1123,2,0,মাধু মৃধা,"৩৭৭, মধ্য কুমারহাট মোড়, Kandirpar, Cumilla",6132693.63
Race Course,3.2,1500,2,1,মনোজ সরকার,"৯, দক্ষিণ কালীগাঁও স্টেশন, Race Course, Cumilla",6786139.77
Tomsom Bridge,3.0,1149,2,23,সাবের মিঞা,"৫০, পশ্চিম দেবীস্টেশন, Tomsom Bridge, Cumilla",4118185.84
Jhawtala,3.8,1138,2,11,আনন্দ কাদের,"৬, নন্দীরাস্তা, Jhawtala, Cumilla",5932215.58
